family,algorithm,n,p,relative risk,relative test error gaussian,proportion of variance explained gaussian,relative test error,proportion of variance explained,beta error,relative beta error,relative prediction error,corr,time
gaussian,gpu_svd,20,5282,0.007321532395197354,0.26021445972596574,0.18023772112898467,0.26021445972596574,0.18023772112898467,0.2371206532233628,3.74608061751041,0.1867019512725086,0.18486241514747137,0.9822284252129785,16.571356296539307
gaussian,gpu_rsvd,20,5282,0.007321532395197449,0.2602144597259662,0.1802377211289846,0.2602144597259662,0.1802377211289846,0.2371206532233642,3.746080617510433,0.18670195127250974,0.1848624151474725,0.9822284252129779,17.050055742263794
gaussian,cpu_woodbury,20,5282,0.0073215323951840525,0.2602144597258992,0.18023772112899575,0.2602144597258992,0.18023772112899575,0.23712065322314452,3.7460806175073023,0.18670195127233677,0.18486241514731808,0.9822284252130261,16.457540035247803
gaussian,cpu_svd,20,5282,0.007321532395197433,0.26021445972596613,0.1802377211289846,0.26021445972596613,0.1802377211289846,0.23712065322336395,3.74608061751043,0.18670195127250958,0.1848624151474724,0.9822284252129783,16.456559419631958
gaussian,cpu_rsvd,20,5282,0.007321532395197376,0.26021445972596585,0.18023772112898465,0.26021445972596585,0.18023772112898465,0.23712065322336306,3.746080617510414,0.18670195127250888,0.18486241514747162,0.9822284252129782,16.3328857421875
gaussian,glmnet_cv5,20,5282,0.22360679774997896,1.3416407864998738,0.0,1.3416407864998738,0.0,1.2700491430711585,20.264154909596016,1.0,1.0,0.97771818206388,0.1697399616241455
gaussian,glmnet_cv10,20,5282,0.22360679774997896,1.3416407864998738,0.0,1.3416407864998738,0.0,1.2700491430711585,20.264154909596016,1.0,1.0,0.97771818206388,0.2549440860748291
gaussian,sklearn_cv5,20,5282,0.0071046099126761235,0.2591298473133596,0.18041848986441902,0.2591298473133596,0.18041848986441902,0.23361477068347894,3.681407491029527,0.1839415206553074,0.1816709113927179,0.9821421494187745,0.06078743934631348
gaussian,sklearn_cv10,20,5282,0.007318708869286854,0.26020034209641324,0.18024007406724343,0.26020034209641324,0.18024007406724343,0.23707669824408217,3.7453313741668905,0.18666734239180477,0.1848254413211825,0.9822279901886473,0.24549102783203125
gaussian,gpu_woodbury,20,5282,0.0031631719628512087,0.25523851737849107,0.20040329617011615,0.25523851737849107,0.20040329617011615,0.11642377873109946,1.9273438837708685,0.11822424058784307,0.11956704880001308,0.9928818509307527,19.02594518661499
gaussian,gpu_svd,20,5282,0.0031631719628265275,0.25523851737824427,0.20040329617013855,0.25523851737824427,0.20040329617013855,0.11642377873066775,1.927343883763348,0.11822424058740469,0.11956704879954655,0.9928818509307487,19.012668132781982
gaussian,gpu_rsvd,20,5282,0.003163171962826518,0.25523851737824416,0.20040329617013858,0.25523851737824416,0.20040329617013858,0.11642377873066756,1.9273438837633445,0.11822424058740448,0.11956704879954633,0.992881850930749,19.191198348999023
gaussian,cpu_woodbury,20,5282,0.003163171962832688,0.2552385173783059,0.20040329617013297,0.2552385173783059,0.20040329617013297,0.11642377873077919,1.927343883765133,0.11822424058751785,0.11956704879965724,0.9928818509307255,18.629997968673706
gaussian,cpu_svd,20,5282,0.0031631719628264646,0.2552385173782436,0.20040329617013863,0.2552385173782436,0.20040329617013863,0.11642377873066653,1.9273438837633283,0.11822424058740345,0.11956704879954526,0.9928818509307489,18.67419958114624
gaussian,cpu_rsvd,20,5282,0.0031631719628265275,0.25523851737824427,0.20040329617013858,0.25523851737824427,0.20040329617013858,0.11642377873066773,1.9273438837633479,0.11822424058740466,0.11956704879954647,0.9928818509307485,18.518774271011353
gaussian,glmnet_cv5,20,5282,0.22360679774997896,2.4596747752497685,0.0,2.4596747752497685,0.0,0.9847707894100971,16.119356487543065,1.0,1.0,0.989323816044479,0.16333842277526855
gaussian,glmnet_cv10,20,5282,0.22360679774997896,2.4596747752497685,0.0,2.4596747752497685,0.0,0.9847707894100971,16.119356487543065,1.0,1.0,0.989323816044479,0.2541654109954834
gaussian,sklearn_cv5,20,5282,0.0031608332710128407,0.2552151304601074,0.20040542225360555,0.2552151304601074,0.20040542225360555,0.11638435364124534,1.9266609334251812,0.11818420579977047,0.11952468046190878,0.9928815253402432,0.08165097236633301
gaussian,sklearn_cv10,20,5282,0.0031608332710128407,0.2552151304601074,0.20040542225360555,0.2552151304601074,0.20040542225360555,0.11638435364124534,1.9266609334251812,0.11818420579977047,0.11952468046190878,0.9928815253402432,0.11346673965454102
gaussian,gpu_woodbury,20,5282,0.002051471068582529,0.2646362191216295,0.21100507302990135,0.2646362191216295,0.21100507302990135,0.10455491465757125,1.6842839531484655,0.09562100723073563,0.0959012464052311,0.9959634770073763,27.362745761871338
gaussian,gpu_svd,20,5282,0.002051471068568191,0.2646362191213428,0.211005073029915,0.2646362191213428,0.211005073029915,0.10455491465723608,1.684283953143295,0.09562100723042913,0.0959012464049367,0.9959634770073712,26.310497760772705
gaussian,gpu_rsvd,20,5282,0.0020514710685681932,0.26463621912134283,0.211005073029915,0.26463621912134283,0.211005073029915,0.10455491465723613,1.6842839531432967,0.09562100723042916,0.09590124640493679,0.9959634770073714,25.94527816772461
gaussian,cpu_woodbury,20,5282,0.002051471068573394,0.26463621912144686,0.21100507302991006,0.26463621912144686,0.21100507302991006,0.10455491465738147,1.6842839531455052,0.09562100723056206,0.09590124640506253,0.9959634770073666,25.733074188232422
gaussian,cpu_svd,20,5282,0.0020514710685682006,0.264636219121343,0.211005073029915,0.264636219121343,0.211005073029915,0.10455491465723635,1.684283953143299,0.09562100723042934,0.09590124640493693,0.9959634770073714,25.949535846710205
gaussian,cpu_rsvd,20,5282,0.00205147106856816,0.26463621912134216,0.21100507302991503,0.26463621912134216,0.21100507302991503,0.10455491465723525,1.6842839531432816,0.09562100723042834,0.09590124640493593,0.9959634770073715,26.162278413772583
gaussian,glmnet_cv5,20,5282,0.22360679774997896,4.695742752749558,0.0,4.695742752749558,0.0,1.093430384029295,17.562690958483657,1.0,1.0,0.9945737004313,0.2271881103515625
gaussian,glmnet_cv10,20,5282,0.22360679774997896,4.695742752749558,0.0,4.695742752749558,0.0,1.093430384029295,17.562690958483657,1.0,1.0,0.9945737004313,0.405501127243042
gaussian,sklearn_cv5,20,5282,0.0017888436566835283,0.2593836708836495,0.21125519437456708,0.2593836708836495,0.21125519437456708,0.09699775346767725,1.5758767326491494,0.08870958305570417,0.08972866039574205,0.9960138466164513,0.06148028373718262
gaussian,sklearn_cv10,20,5282,0.0017888436566835283,0.2593836708836495,0.21125519437456708,0.2593836708836495,0.21125519437456708,0.09699775346767725,1.5758767326491494,0.08870958305570417,0.08972866039574205,0.9960138466164513,0.1791985034942627
gaussian,gpu_woodbury,20,5282,0.5801406750834445,0.28162086525832336,0.03241217066667866,0.28162086525832336,0.03241217066667866,1.6168686354302382,26.203166901053816,1.6433581421824566,1.6481216856239012,0.5487975242634496,21.85200309753418
gaussian,gpu_svd,20,5282,0.5801406750822551,0.28162086525820446,0.03241217066657052,0.28162086525820446,0.03241217066657052,1.6168686354286836,26.203166901027245,1.6433581421808765,1.6481216856222298,0.5487975242634177,21.719972133636475
gaussian,gpu_rsvd,20,5282,0.5801406750822548,0.2816208652582044,0.03241217066657052,0.2816208652582044,0.03241217066657052,1.6168686354286832,26.203166901027235,1.643358142180876,1.6481216856222292,0.5487975242634179,22.065529346466064
gaussian,cpu_woodbury,20,5282,0.5801406750827715,0.2816208652582561,0.03241217066661749,0.2816208652582561,0.03241217066661749,1.6168686354293542,26.20316690103929,1.6433581421815582,1.648121685622988,0.5487975242633154,22.34027075767517
gaussian,cpu_svd,20,5282,0.580140675082255,0.2816208652582044,0.032412170666570574,0.2816208652582044,0.032412170666570574,1.6168686354286832,26.20316690102724,1.643358142180876,1.6481216856222303,0.5487975242634183,22.00171160697937
gaussian,cpu_rsvd,20,5282,0.5801406750822546,0.2816208652582044,0.032412170666570574,0.2816208652582044,0.032412170666570574,1.616868635428683,26.203166901027235,1.6433581421808758,1.6481216856222298,0.5487975242634185,21.571537256240845
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,0.9838808680394895,15.898805973865045,1.0,1.0,0.5530216514243823,0.21338319778442383
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,0.9838808680394895,15.898805973865045,1.0,1.0,0.5530216514243823,0.3618929386138916
gaussian,sklearn_cv5,20,5282,0.579921635702833,0.28159896132026224,0.032392257995714005,0.28159896132026224,0.032392257995714005,1.6165608331336148,26.19825600203975,1.6430452970945784,1.6478128008546844,0.548800020870739,0.10738205909729004
gaussian,sklearn_cv10,20,5282,0.5392392313411383,0.2775307208840928,0.028693857599196276,0.2775307208840928,0.028693857599196276,1.558351671899572,25.268883641768557,1.5838824826473048,1.5893573192418562,0.549268158825263,0.1872422695159912
gaussian,gpu_woodbury,20,5282,0.15825895553890346,0.30273627551943066,0.021782614070358496,0.30273627551943066,0.021782614070358496,0.5753066009430863,9.089007032236866,0.8495168385266753,0.8277530426577475,0.7871687310458706,33.78164792060852
gaussian,gpu_svd,20,5282,0.15825895553904937,0.3027362755195036,0.021782614070309837,0.3027362755195036,0.021782614070309837,0.575306600943313,9.089007032241042,0.84951683852701,0.8277530426581278,0.7871687310457935,33.10832476615906
gaussian,gpu_rsvd,20,5282,0.15825895553904926,0.30273627551950355,0.021782614070309913,0.30273627551950355,0.021782614070309913,0.5753066009433128,9.089007032241039,0.8495168385270097,0.8277530426581275,0.7871687310457937,33.022478342056274
gaussian,cpu_woodbury,20,5282,0.15825895553912706,0.3027362755195425,0.021782614070283972,0.3027362755195425,0.021782614070283972,0.5753066009434398,9.089007032242996,0.8495168385271974,0.8277530426583056,0.7871687310457095,33.342583417892456
gaussian,cpu_svd,20,5282,0.15825895553904928,0.3027362755195036,0.02178261407030989,0.3027362755195036,0.02178261407030989,0.5753066009433129,9.089007032241039,0.84951683852701,0.8277530426581274,0.7871687310457937,32.977487087249756
gaussian,cpu_rsvd,20,5282,0.15825895553904923,0.30273627551950355,0.021782614070309913,0.30273627551950355,0.021782614070309913,0.5753066009433127,9.089007032241039,0.8495168385270097,0.8277530426581274,0.7871687310457933,33.052014112472534
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.33541019662496846,0.0,0.33541019662496846,0.0,0.6772162420474744,10.980336602634411,1.0,1.0,0.8020052872028174,0.23197388648986816
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.33541019662496846,0.0,0.33541019662496846,0.0,0.6772162420474744,10.980336602634411,1.0,1.0,0.8020052872028174,0.4086744785308838
gaussian,sklearn_cv5,20,5282,0.14540921267672208,0.29631140408834,0.026065861691085625,0.29631140408834,0.026065861691085625,0.5511301790885333,8.71657220781305,0.8138171308801803,0.7938346995411564,0.787818987386052,0.060227155685424805
gaussian,sklearn_cv10,20,5282,0.14540921267672208,0.29631140408834,0.026065861691085625,0.29631140408834,0.026065861691085625,0.5511301790885333,8.71657220781305,0.8138171308801803,0.7938346995411564,0.787818987386052,0.23969316482543945
gaussian,gpu_woodbury,20,5282,0.10013852547731295,0.32374532322729194,0.061734136136333,0.32374532322729194,0.061734136136333,0.7650294696619399,12.447509400241334,0.6886735983341845,0.6676820331039401,0.8474633604517745,21.28056812286377
gaussian,gpu_svd,20,5282,0.10013852547711463,0.32374532322709354,0.06173413613643218,0.32374532322709354,0.06173413613643218,0.7650294696611899,12.447509400229013,0.6886735983335093,0.6676820331032792,0.8474633604519849,20.687584400177002
gaussian,gpu_rsvd,20,5282,0.10013852547711462,0.32374532322709354,0.06173413613643218,0.32374532322709354,0.06173413613643218,0.7650294696611898,12.447509400229011,0.6886735983335092,0.6676820331032792,0.8474633604519851,21.05815815925598
gaussian,cpu_woodbury,20,5282,0.10013852547724932,0.32374532322722827,0.0617341361363648,0.32374532322722827,0.0617341361363648,0.7650294696616928,12.447509400236727,0.688673598333962,0.667682033103693,0.8474633604520949,20.745147228240967
gaussian,cpu_svd,20,5282,0.10013852547711467,0.32374532322709365,0.06173413613643215,0.32374532322709365,0.06173413613643215,0.76502946966119,12.447509400229015,0.6886735983335094,0.6676820331032792,0.8474633604519849,20.95872139930725
gaussian,cpu_rsvd,20,5282,0.10013852547711492,0.3237453232270939,0.06173413613643203,0.3237453232270939,0.06173413613643203,0.765029469661191,12.447509400229029,0.6886735983335103,0.66768203310328,0.8474633604519847,20.646437883377075
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,1.1108738181809943,18.642870083496156,1.0,1.0,0.8657492432435431,0.22274422645568848
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,1.1108738181809943,18.642870083496156,1.0,1.0,0.8657492432435431,0.31251001358032227
gaussian,sklearn_cv5,20,5282,0.10009968727410008,0.32370648502407906,0.06175355523793945,0.32370648502407906,0.06175355523793945,0.7648816490129321,12.445170079918908,0.6885405313318045,0.667556552407462,0.8474675343214738,0.09551095962524414
gaussian,sklearn_cv10,20,5282,0.09310752934386789,0.31671432709384684,0.06524963420305553,0.31671432709384684,0.06524963420305553,0.7377446559474058,12.016593821551862,0.6641120205312151,0.6445678035481087,0.848258847702862,0.21122193336486816
gaussian,gpu_woodbury,20,5282,0.017440723273168923,0.3108104141158236,0.17180506206400836,0.3108104141158236,0.17180506206400836,0.28757633863398335,4.5584123120313595,0.2887620203955301,0.2753644317990825,0.9647422158999769,19.901174068450928
gaussian,gpu_svd,20,5282,0.017440723273097588,0.3108104141154669,0.17180506206406781,0.3108104141154669,0.17180506206406781,0.2875763386333899,4.55841231202213,0.28876202039493426,0.27536443179852493,0.9647422159000857,19.63974690437317
gaussian,gpu_rsvd,20,5282,0.017440723273097678,0.31081041411546734,0.17180506206406773,0.31081041411546734,0.17180506206406773,0.2875763386333906,4.558412312022145,0.2887620203949349,0.2753644317985259,0.9647422159000855,19.68726372718811
gaussian,cpu_woodbury,20,5282,0.01744072327313237,0.3108104141156408,0.17180506206403884,0.3108104141156408,0.17180506206403884,0.2875763386336324,4.558412312027139,0.2887620203951777,0.27536443179882747,0.9647422159000062,19.948456525802612
gaussian,cpu_svd,20,5282,0.01744072327309766,0.3108104141154672,0.17180506206406776,0.3108104141154672,0.17180506206406776,0.28757633863339044,4.5584123120221385,0.2887620203949347,0.27536443179852543,0.9647422159000855,19.769559383392334
gaussian,cpu_rsvd,20,5282,0.01744072327309761,0.310810414115467,0.1718050620640678,0.310810414115467,0.1718050620640678,0.28757633863339,4.558412312022133,0.28876202039493426,0.2753644317985251,0.9647422159000855,20.034132957458496
gaussian,glmnet_cv5,20,5282,0.1101197817025046,0.774205706262502,0.09457251337289532,0.774205706262502,0.09457251337289532,0.7043728266653335,11.580774523442557,0.7072769668942317,0.6995710739075222,0.956578521663245,0.2590174674987793
gaussian,glmnet_cv10,20,5282,0.22360679774997896,1.3416407864998738,0.0,1.3416407864998738,0.0,0.9958939137497285,16.554107159915883,1.0,1.0,0.9509680409774581,0.3622558116912842
gaussian,sklearn_cv5,20,5282,0.01744011554092737,0.31080737545461584,0.171805568507543,0.31080737545461584,0.171805568507543,0.28757453023573476,4.55831008254735,0.2887602045412271,0.27535825632353295,0.9647406379328634,0.07135224342346191
gaussian,sklearn_cv10,20,5282,0.01744011554092737,0.31080737545461584,0.171805568507543,0.31080737545461584,0.171805568507543,0.28757453023573476,4.55831008254735,0.2887602045412271,0.27535825632353295,0.9647406379328634,0.19798946380615234
gaussian,gpu_woodbury,20,5282,0.005991618740197573,0.2835229851519547,0.1978319809179831,0.2835229851519547,0.1978319809179831,0.15295337156098893,2.454982737562611,0.16731759892635747,0.16568464457253354,0.985522275682643,27.805833339691162
gaussian,gpu_svd,20,5282,0.005991618740197622,0.2835229851519552,0.19783198091798304,0.2835229851519552,0.19783198091798304,0.1529533715609557,2.4549827375631637,0.16731759892632114,0.16568464457257084,0.9855222756826426,27.517979621887207
gaussian,gpu_rsvd,20,5282,0.005991618740197615,0.2835229851519551,0.19783198091798304,0.2835229851519551,0.19783198091798304,0.15295337156095554,2.4549827375631614,0.16731759892632095,0.1656846445725707,0.9855222756826426,26.87398076057434
gaussian,cpu_woodbury,20,5282,0.005991618740195021,0.28352298515192914,0.1978319809179854,0.28352298515192914,0.1978319809179854,0.1529533715609603,2.4549827375623763,0.16731759892632622,0.1656846445725177,0.9855222756826553,27.52193856239319
gaussian,cpu_svd,20,5282,0.005991618740197602,0.28352298515195495,0.19783198091798307,0.28352298515195495,0.19783198091798307,0.15295337156095537,2.454982737563159,0.1673175989263208,0.16568464457257054,0.9855222756826427,27.59330439567566
gaussian,cpu_rsvd,20,5282,0.005991618740197606,0.283522985151955,0.19783198091798304,0.283522985151955,0.19783198091798304,0.15295337156095543,2.454982737563159,0.16731759892632087,0.16568464457257054,0.985522275682643,27.358076572418213
gaussian,glmnet_cv5,20,5282,0.22360679774997896,2.4596747752497685,0.0,2.4596747752497685,0.0,0.9141499312831354,14.817201339909728,1.0,1.0,0.9894290131048271,0.15881752967834473
gaussian,glmnet_cv10,20,5282,0.22360679774997896,2.4596747752497685,0.0,2.4596747752497685,0.0,0.9141499312831354,14.817201339909728,1.0,1.0,0.9894290131048271,0.2386312484741211
gaussian,sklearn_cv5,20,5282,0.005787098305852159,0.28147778080850056,0.1980179085855698,0.28147778080850056,0.1980179085855698,0.14883574273369157,2.4187545148158023,0.1628132734471468,0.1632396334050583,0.9859015073727871,0.06137967109680176
gaussian,sklearn_cv10,20,5282,0.005988864137475398,0.28349543912473296,0.19783448510227597,0.28349543912473296,0.19783448510227597,0.15291092862770442,2.4544610557722217,0.1672711700728051,0.16564943672333032,0.9855242974243685,0.24117636680603027
gaussian,gpu_woodbury,20,5282,0.005743307306145384,0.3384729438728867,0.20748903851793674,0.3384729438728867,0.20748903851793674,0.14710812052565575,2.41301181457936,0.15625937447209298,0.16453688678597492,0.9908520651855992,21.88352346420288
gaussian,gpu_svd,20,5282,0.005743307306063288,0.3384729438712447,0.20748903851801492,0.3384729438712447,0.20748903851801492,0.14710812052459085,2.413011814561426,0.15625937447096186,0.16453688678475203,0.9908520651856816,21.84355878829956
gaussian,gpu_rsvd,20,5282,0.005743307306063288,0.3384729438712447,0.20748903851801492,0.3384729438712447,0.20748903851801492,0.14710812052459088,2.413011814561426,0.1562593744709619,0.16453688678475203,0.9908520651856813,21.380502223968506
gaussian,cpu_woodbury,20,5282,0.005743307306104203,0.338472943872063,0.20748903851797595,0.338472943872063,0.20748903851797595,0.14710812052514363,2.4130118145699933,0.156259374471549,0.1645368867853362,0.9908520651856704,22.213119506835938
gaussian,cpu_svd,20,5282,0.005743307306063315,0.33847294387124527,0.2074890385180149,0.33847294387124527,0.2074890385180149,0.14710812052459127,2.4130118145614317,0.15625937447096228,0.16453688678475245,0.9908520651856819,22.05128002166748
gaussian,cpu_rsvd,20,5282,0.005743307306063298,0.33847294387124494,0.20748903851801492,0.33847294387124494,0.20748903851801492,0.14710812052459105,2.4130118145614268,0.15625937447096203,0.1645368867847521,0.9908520651856816,21.458579301834106
gaussian,glmnet_cv5,20,5282,0.22360679774997896,4.695742752749558,0.0,4.695742752749558,0.0,0.9414354884156304,14.665476305736474,1.0,1.0,0.974394517804251,0.1576673984527588
gaussian,glmnet_cv10,20,5282,0.22360679774997896,4.695742752749558,0.0,4.695742752749558,0.0,0.9414354884156304,14.665476305736474,1.0,1.0,0.974394517804251,0.23857355117797852
gaussian,sklearn_cv5,20,5282,0.004371496779373102,0.31103673333744103,0.20879552473391033,0.31103673333744103,0.20879552473391033,0.1271909748781136,2.0982630331713445,0.13510322952894738,0.14307500073152063,0.9905908488462098,0.08277773857116699
gaussian,sklearn_cv10,20,5282,0.004371496779373102,0.31103673333744103,0.20879552473391033,0.31103673333744103,0.20879552473391033,0.1271909748781136,2.0982630331713445,0.13510322952894738,0.14307500073152063,0.9905908488462098,0.2065424919128418
gaussian,gpu_woodbury,20,5282,1.4001182682262934,0.3636186245726083,0.10695558822511957,0.3636186245726083,0.10695558822511957,1.1887806777019243,33.7849565070139,1.0501464305534007,2.502302789153806,-0.9999999999990837,7.481843948364258
gaussian,gpu_svd,20,5282,1.4001177172802777,0.36361856947800675,0.10695553813911808,0.36361856947800675,0.10695553813911808,1.1887806419367701,33.78494985982936,1.050146398959138,2.502302296826151,-0.9999999999990842,7.427020788192749
gaussian,gpu_rsvd,20,5282,1.4001177172802752,0.3636185694780065,0.10695553813911789,0.3636185694780065,0.10695553813911789,1.1887806419366502,33.78494985982936,1.050146398959032,2.5023022968261506,-0.9999999999990837,7.542685031890869
gaussian,cpu_woodbury,20,5282,1.400117651508927,0.3636185629008717,0.10695553215990439,0.3636185629008717,0.10695553215990439,1.1887806376673027,33.78494906629543,1.0501463951875711,2.502302238052591,-0.999999999999084,7.3419883251190186
gaussian,cpu_svd,20,5282,1.400117717280273,0.36361856947800625,0.10695553813911769,0.36361856947800625,0.10695553813911769,1.1887806419367393,33.78494985982937,1.0501463989591107,2.5023022968261515,-0.9999999999990836,7.2240447998046875
gaussian,cpu_rsvd,20,5282,1.4001177172802757,0.3636185694780065,0.10695553813911793,0.3636185694780065,0.10695553813911793,1.1887806419366675,33.78494985982936,1.0501463989590474,2.502302296826151,-0.9999999999990836,7.355933427810669
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,1.1320142059383727,13.50154611722222,1.0,1.0,-0.9999999999991221,0.06507301330566406
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,1.1320142059383727,13.50154611722222,1.0,1.0,-0.9999999999991221,0.12060403823852539
gaussian,sklearn_cv5,20,5282,1.396958567902282,0.36330265454020716,0.10666834274111849,0.36330265454020716,0.10666834274111849,1.2092499827529661,33.746813074635604,1.0682286285891347,2.499477673270993,-0.9999999999991219,0.12189555168151855
gaussian,sklearn_cv10,20,5282,1.396958567902282,0.36330265454020716,0.10666834274111849,0.36330265454020716,0.10666834274111849,1.2092499827529661,33.746813074635604,1.0682286285891347,2.499477673270993,-0.9999999999991219,0.18120551109313965
gaussian,gpu_woodbury,20,5282,1.5909631180677801,1.0190883567838689,0.45578544010593386,1.0190883567838689,0.45578544010593386,1.1194146853834583,9.120053673381546,1.0038656984473366,2.6673963641102643,-0.9999999999841344,2.9652082920074463
gaussian,gpu_svd,20,5282,1.590964256844708,1.019088926172333,0.45578581969824294,1.019088926172333,0.45578581969824294,1.1194146904179347,9.12005693734936,1.003865702962141,2.6673973187423528,-0.9999999999841342,2.828684091567993
gaussian,gpu_rsvd,20,5282,1.5909642568447038,1.0190889261723308,0.45578581969824167,1.0190889261723308,0.45578581969824167,1.119414690417945,9.12005693734935,1.00386570296215,2.6673973187423496,-0.9999999999841342,2.5302159786224365
gaussian,cpu_woodbury,20,5282,1.5909645460507449,1.0190890707753515,0.45578591610025526,1.0190890707753515,0.45578591610025526,1.1194146916964542,9.12005776627289,1.003865704108688,2.6673975611825496,-0.9999999999841344,2.8251564502716064
gaussian,cpu_svd,20,5282,1.5909642568447089,1.0190889261723335,0.4557858196982434,1.0190889261723335,0.4557858196982434,1.119414690418024,9.120056937349364,1.0038657029622209,2.6673973187423536,-0.9999999999841342,3.0490546226501465
gaussian,cpu_rsvd,20,5282,1.5909642568447067,1.0190889261723324,0.45578581969824267,1.0190889261723324,0.45578581969824267,1.1194146904179318,9.120056937349359,1.0038657029621383,2.6673973187423523,-0.9999999999841346,2.7733261585235596
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.33541019662496846,0.0,0.33541019662496846,0.0,1.1151040294681247,3.4190845410496866,1.0,1.0,-0.9999999999841556,0.06762886047363281
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.33541019662496846,0.0,0.33541019662496846,0.0,1.1151040294681247,3.4190845410496866,1.0,1.0,-0.9999999999841556,0.12083959579467773
gaussian,sklearn_cv5,20,5282,1.5872266831843542,1.017220139342156,0.4545399618114585,1.017220139342156,0.4545399618114585,1.1211305073219233,9.109337988872038,1.00540440864219,2.66426228410117,-0.9999999999841558,0.06658601760864258
gaussian,sklearn_cv10,20,5282,1.5872266831843542,1.017220139342156,0.4545399618114585,1.017220139342156,0.4545399618114585,1.1211305073219233,9.109337988872038,1.00540440864219,2.66426228410117,-0.9999999999841558,0.11951446533203125
gaussian,gpu_woodbury,20,5282,0.0033254464655958003,0.22693224421557476,0.11014067564219157,0.22693224421557476,0.11014067564219157,0.8438435918913727,0.3727617925993535,1.0006304514642799,0.12195018950863316,0.9999999999910092,9.06588101387024
gaussian,gpu_svd,20,5282,0.003325422087274195,0.22693221983725312,0.11014068783135236,0.22693221983725312,0.11014068783135236,0.8438435917770832,0.37276042626800443,1.0006304513287554,0.12194974250904721,0.9999999999910093,8.740669250488281
gaussian,gpu_rsvd,20,5282,0.0033254220872742635,0.22693221983725323,0.11014068783135235,0.22693221983725323,0.11014068783135235,0.8438435917770785,0.37276042626800776,1.0006304513287498,0.1219497425090483,0.9999999999910093,9.003233909606934
gaussian,cpu_woodbury,20,5282,0.0033254138420507123,0.22693221159202967,0.11014069195396411,0.22693221159202967,0.11014069195396411,0.8438435917384121,0.37275996414697893,1.0006304512828994,0.12194959132470444,0.9999999999910094,8.614225625991821
gaussian,cpu_svd,20,5282,0.0033254220872742167,0.22693221983725317,0.11014068783135236,0.22693221983725317,0.11014068783135236,0.8438435917770927,0.3727604262680056,1.0006304513287667,0.12194974250904761,0.9999999999910092,8.810195684432983
gaussian,cpu_rsvd,20,5282,0.0033254220872741993,0.22693221983725317,0.11014068783135236,0.22693221983725317,0.11014068783135236,0.843843591777073,0.37276042626800576,1.0006304513287434,0.12194974250904768,0.9999999999910092,8.827793598175049
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,0.8433119246536299,3.0566725160600483,1.0,1.0,0.9999999999910406,0.0665583610534668
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,0.8433119246536299,3.0566725160600483,1.0,1.0,0.9999999999910406,0.12184023857116699
gaussian,sklearn_cv5,20,5282,0.00341606800571124,0.22702286575569017,0.11009536487213387,0.22702286575569017,0.11009536487213387,0.8422863335041287,0.3778067084437553,0.998783853139605,0.12360064954905142,0.9999999999910407,0.07081055641174316
gaussian,sklearn_cv10,20,5282,0.0033258753954738735,0.22693267314545282,0.11014046117725253,0.22693267314545282,0.11014046117725253,0.8430590815338583,0.3727858320048885,0.9997001784127796,0.12195805407554663,0.9999999999910251,0.19234061241149902
gaussian,gpu_woodbury,20,5282,0.0024135700840984065,0.235674648170471,0.18432768972156713,0.235674648170471,0.18432768972156713,0.946780217821245,2.736319017403885,0.9362532664091298,0.10389327963350425,0.9999999999997492,10.01325249671936
gaussian,gpu_svd,20,5282,0.002413550467897812,0.23567455008946803,0.18432770606840096,0.23567455008946803,0.18432770606840096,0.946780211736837,2.736307897716052,0.9362532603923723,0.10389285743827406,0.9999999999997494,9.94426965713501
gaussian,gpu_rsvd,20,5282,0.0024135504678977726,0.23567455008946783,0.18432770606840101,0.23567455008946783,0.18432770606840101,0.9467802117368442,2.736307897716028,0.9362532603923794,0.10389285743827313,0.9999999999997492,10.480973720550537
gaussian,cpu_woodbury,20,5282,0.0024135504746553523,0.23567455012325572,0.1843277060627697,0.23567455012325572,0.1843277060627697,0.9467802117391114,2.7363079015466534,0.9362532603946215,0.1038928575837153,0.9999999999997492,10.292428016662598
gaussian,cpu_svd,20,5282,0.00241355046789781,0.23567455008946803,0.18432770606840096,0.23567455008946803,0.18432770606840096,0.9467802117368704,2.7363078977160504,0.9362532603924054,0.10389285743827396,0.9999999999997491,10.072796106338501
